"tract","Name","Employment_Rate_rP_gP_pall"
6037234902,"Park Mesa Heights, Los Angeles, CA",0.6352
6037700700,"The Flats, Beverly Hills, CA",0.6343
6037207302,"Central LA, Los Angeles, CA",0.634
6037701402,"Wilshire Montana, Santa Monica, CA",0.633
6037224010,"Central LA, Los Angeles, CA",0.6325
6037600303,"South Los Angeles, Los Angeles, CA",0.632
6037226001,"South Los Angeles, Los Angeles, CA",0.6318
6037264103,"Brentwood, Los Angeles, CA",0.6308
6037700600,"Beverly Hills, CA",0.6294
6037534101,"South Montebello, Bell Gardens, CA",0.6276
6037194500,"Central LA, Los Angeles, CA",0.6204
6037214400,"Central LA, Los Angeles, CA",0.6198
6037216401,"Central LA, Los Angeles, CA",0.6174
6037269100,"Pico - Robertson, Los Angeles, CA",0.6137
6037207301,"Central LA, Los Angeles, CA",0.6057
6037265520,"Westwood, Los Angeles, CA",0.6056
6037236204,"Baldwin Village, Los Angeles, CA",0.6019
6037206200,"Central LA, Los Angeles, CA",0.6018
6037209200,"Central LA, Los Angeles, CA",0.5937
6037206300,"Central LA, Los Angeles, CA",0.5699
6037206031,"Arts District, Los Angeles, CA",0.5577
6037265303,"Westwood, Los Angeles, CA",0.5459
6037214000,"Central LA, Los Angeles, CA",0.5422
6037207710,"Central LA, Los Angeles, CA",0.5307
6037267403,"West Los Angeles, Los Angeles, CA",0.53
6037265305,"Westwood, Los Angeles, CA",0.5016
6037264102,"Brentwood, Los Angeles, CA",0.5009
6037207502,"Downtown, Los Angeles, CA",0.4923
6037980030,"El Segundo, CA",
6037980006,"Long Beach, CA",
6037980005,"Torrance, CA",
6037265301,"Westwood, Los Angeles, CA",
6037980018,"Long Beach, CA",
6037980025,"Carson, CA",
6037980002,"Carson, CA",
6037980013,"El Segundo, CA",
6037207400,"Central LA, Los Angeles, CA",
6037551600,"Downey, CA",
6037206020,"Central LA, Los Angeles, CA",
6037980028,"Los Angeles, CA",
6037504102,"Norwalk, CA",
6037265304,"Westwood, Los Angeles, CA",
6037222700,"South Los Angeles, Los Angeles, CA",
